isic_id,lesion_id,diagnosis_3,binary_label,label,image_path
ISIC_0033389,IL_9368782,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033389.jpg
ISIC_0033390,IL_8735984,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033390.jpg
ISIC_0033393,IL_7621728,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033393.jpg
ISIC_0033394,IL_4769652,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033394.jpg
ISIC_0033395,IL_7983668,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033395.jpg
ISIC_0033396,IL_8466700,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033396.jpg
ISIC_0033397,IL_7229080,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033397.jpg
ISIC_0033398,IL_3295486,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033398.jpg
ISIC_0033399,IL_0668037,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033399.jpg
ISIC_0033400,IL_6007909,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033400.jpg
ISIC_0033401,IL_0406826,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033401.jpg
ISIC_0033403,IL_4160637,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033403.jpg
ISIC_0033404,IL_8695505,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033404.jpg
ISIC_0033405,IL_9229110,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033405.jpg
ISIC_0033406,IL_4052730,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033406.jpg
ISIC_0033407,IL_0621333,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033407.jpg
ISIC_0033409,IL_5930437,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033409.jpg
ISIC_0033410,IL_2147205,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033410.jpg
ISIC_0033411,IL_0699958,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033411.jpg
ISIC_0033412,IL_6314670,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033412.jpg
ISIC_0033413,IL_2257224,Solar or actinic keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033413.jpg
ISIC_0033414,IL_7229080,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033414.jpg
ISIC_0033416,IL_8850639,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033416.jpg
ISIC_0033419,IL_2244865,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033419.jpg
ISIC_0033420,IL_3424519,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033420.jpg
ISIC_0033421,IL_9315009,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033421.jpg
ISIC_0033422,IL_3180618,Dermatofibroma,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033422.jpg
ISIC_0033423,IL_0336381,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033423.jpg
ISIC_0033424,IL_5310086,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033424.jpg
ISIC_0033425,IL_7234452,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033425.jpg
ISIC_0033427,IL_4563782,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033427.jpg
ISIC_0033430,IL_8505577,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033430.jpg
ISIC_0033431,IL_9641430,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033431.jpg
ISIC_0033435,IL_7600263,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033435.jpg
ISIC_0033436,IL_0217419,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033436.jpg
ISIC_0033438,IL_2185095,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033438.jpg
ISIC_0033440,IL_2660390,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033440.jpg
ISIC_0033441,IL_1914700,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033441.jpg
ISIC_0033442,IL_1962759,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033442.jpg
ISIC_0033443,IL_1062224,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033443.jpg
ISIC_0033445,IL_8266554,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033445.jpg
ISIC_0033447,IL_1907886,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033447.jpg
ISIC_0033448,IL_1011416,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033448.jpg
ISIC_0033450,IL_1967474,Benign vascular lesion,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033450.jpg
ISIC_0033451,IL_0321969,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033451.jpg
ISIC_0033452,IL_8850639,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033452.jpg
ISIC_0033453,IL_6157145,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033453.jpg
ISIC_0033455,IL_7727406,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033455.jpg
ISIC_0033456,IL_2257224,Solar or actinic keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033456.jpg
ISIC_0033457,IL_0154876,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033457.jpg
ISIC_0033459,IL_4064635,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033459.jpg
ISIC_0033460,IL_8857115,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033460.jpg
ISIC_0033461,IL_0945198,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033461.jpg
ISIC_0033462,IL_4826543,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033462.jpg
ISIC_0033466,IL_8647582,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033466.jpg
ISIC_0033467,IL_1059191,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033467.jpg
ISIC_0033468,IL_5551611,Basal cell carcinoma,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033468.jpg
ISIC_0033469,IL_0752303,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033469.jpg
ISIC_0033470,IL_3862775,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033470.jpg
ISIC_0033471,IL_6106772,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033471.jpg
ISIC_0033472,IL_1442151,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033472.jpg
ISIC_0033473,IL_2739808,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033473.jpg
ISIC_0033477,IL_8409496,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033477.jpg
ISIC_0033478,IL_8695505,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033478.jpg
ISIC_0033479,IL_0608368,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033479.jpg
ISIC_0033480,IL_7097582,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033480.jpg
ISIC_0033481,IL_9378564,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033481.jpg
ISIC_0033485,IL_4797529,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033485.jpg
ISIC_0033486,IL_7518108,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033486.jpg
ISIC_0033487,IL_7470743,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033487.jpg
ISIC_0033488,IL_1779696,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033488.jpg
ISIC_0033489,IL_4466294,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033489.jpg
ISIC_0033491,IL_8711548,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033491.jpg
ISIC_0033492,IL_0076321,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033492.jpg
ISIC_0033493,IL_4052730,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033493.jpg
ISIC_0033494,IL_2257224,Solar or actinic keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033494.jpg
ISIC_0033495,IL_0519375,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033495.jpg
ISIC_0033496,IL_1041328,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033496.jpg
ISIC_0033498,IL_7745593,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033498.jpg
ISIC_0033499,IL_7865284,Basal cell carcinoma,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033499.jpg
ISIC_0033500,IL_0625469,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033500.jpg
ISIC_0033501,IL_1404258,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033501.jpg
ISIC_0033503,IL_4499272,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033503.jpg
ISIC_0033504,IL_1571488,Basal cell carcinoma,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033504.jpg
ISIC_0033505,IL_1116868,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033505.jpg
ISIC_0033506,IL_3896087,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033506.jpg
ISIC_0033507,IL_1596215,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033507.jpg
ISIC_0033508,IL_0432463,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033508.jpg
ISIC_0033510,IL_1139231,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033510.jpg
ISIC_0033511,IL_2463656,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033511.jpg
ISIC_0033514,IL_6314670,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033514.jpg
ISIC_0033516,IL_8518977,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033516.jpg
ISIC_0033519,IL_0583979,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033519.jpg
ISIC_0033520,IL_7611472,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033520.jpg
ISIC_0033521,IL_6655417,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033521.jpg
ISIC_0033522,IL_0608368,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033522.jpg
ISIC_0033523,IL_7908482,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033523.jpg
ISIC_0033524,IL_0074369,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033524.jpg
ISIC_0033527,IL_3154103,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033527.jpg
ISIC_0033528,IL_3517038,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033528.jpg
ISIC_0033529,IL_4392896,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033529.jpg
ISIC_0033531,IL_3943549,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033531.jpg
ISIC_0033532,IL_0890004,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033532.jpg
ISIC_0033533,IL_4777597,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033533.jpg
ISIC_0033534,IL_2014206,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033534.jpg
ISIC_0033535,IL_4150225,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033535.jpg
ISIC_0033536,IL_8916780,"Squamous cell carcinoma, NOS",Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033536.jpg
ISIC_0033537,IL_2236716,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033537.jpg
ISIC_0033538,IL_2638110,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033538.jpg
ISIC_0033539,IL_6052286,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033539.jpg
ISIC_0033541,IL_1914700,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033541.jpg
ISIC_0033542,IL_3755823,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033542.jpg
ISIC_0033543,IL_8735242,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033543.jpg
ISIC_0033544,IL_3176349,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033544.jpg
ISIC_0033546,IL_8037743,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033546.jpg
ISIC_0033547,IL_4959937,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033547.jpg
ISIC_0033550,IL_8916780,"Squamous cell carcinoma, NOS",Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033550.jpg
ISIC_0033551,IL_7532764,Basal cell carcinoma,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033551.jpg
ISIC_0033552,IL_0321969,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033552.jpg
ISIC_0033553,IL_0406826,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033553.jpg
ISIC_0033554,IL_0960314,Dermatofibroma,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033554.jpg
ISIC_0033555,IL_5439022,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033555.jpg
ISIC_0033556,IL_1778891,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033556.jpg
ISIC_0033559,IL_3271245,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033559.jpg
ISIC_0033560,IL_3862775,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033560.jpg
ISIC_0033561,IL_0646560,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033561.jpg
ISIC_0033562,IL_6622693,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033562.jpg
ISIC_0033563,IL_6493670,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033563.jpg
ISIC_0033565,IL_2652788,Benign vascular lesion,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033565.jpg
ISIC_0033567,IL_2471064,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033567.jpg
ISIC_0033568,IL_5527928,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033568.jpg
ISIC_0033571,IL_7532764,Basal cell carcinoma,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033571.jpg
ISIC_0033572,IL_0883387,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033572.jpg
ISIC_0033576,IL_6972994,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033576.jpg
ISIC_0033577,IL_5900213,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033577.jpg
ISIC_0033578,IL_7643316,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033578.jpg
ISIC_0033579,IL_4160541,Basal cell carcinoma,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033579.jpg
ISIC_0033580,IL_7373305,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033580.jpg
ISIC_0033581,IL_1059300,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033581.jpg
ISIC_0033582,IL_6972994,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033582.jpg
ISIC_0033584,IL_7857682,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033584.jpg
ISIC_0033585,IL_4737161,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033585.jpg
ISIC_0033586,IL_9720180,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033586.jpg
ISIC_0033589,IL_9865597,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033589.jpg
ISIC_0033591,IL_1774930,Benign vascular lesion,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033591.jpg
ISIC_0033592,IL_5389624,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033592.jpg
ISIC_0033593,IL_8233032,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033593.jpg
ISIC_0033594,IL_3720458,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033594.jpg
ISIC_0033595,IL_8282339,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033595.jpg
ISIC_0033596,IL_0883387,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033596.jpg
ISIC_0033599,IL_5531140,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033599.jpg
ISIC_0033600,IL_3896087,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033600.jpg
ISIC_0033601,IL_6512054,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033601.jpg
ISIC_0033603,IL_3020012,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033603.jpg
ISIC_0033604,IL_9358381,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033604.jpg
ISIC_0033605,IL_2401690,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033605.jpg
ISIC_0033607,IL_5527928,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033607.jpg
ISIC_0033608,IL_7642375,Benign vascular lesion,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033608.jpg
ISIC_0033610,IL_0287878,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033610.jpg
ISIC_0033611,IL_9720180,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033611.jpg
ISIC_0033612,IL_0588456,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033612.jpg
ISIC_0033613,IL_6163368,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033613.jpg
ISIC_0033616,IL_1075649,"Melanoma, NOS",Melanoma,1,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033616.jpg
ISIC_0033617,IL_3925112,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033617.jpg
ISIC_0033618,IL_1845648,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033618.jpg
ISIC_0033620,IL_3956213,Pigmented benign keratosis,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033620.jpg
ISIC_0033621,IL_3852871,Nevus,Non-Melanoma,0,/content/drive/MyDrive/bachelor_thesis_data/HAM10000_ISIC/images/ISIC_0033621.jpg
